Source File;Source Tab;NWB;GPTS tribe name (Initiative name);Team (if applicable);Product/Application (agile products only);Reference Period;Contact Person;Comment;Customer facing Y/N;Deployment Frequency [# per quarter];Cycle Time [days];Change Failure Rate [%];Failed Deployments [#];MTTR [days];CICD Pipeline [%];Test Automation [%];DevOps Score;Quarter;Year
NWU3_Q2_2024.xlsx;Cycle Time for Changes;NWU3;Digital Banking;Team Zeta;Customer Onboarding;Q2 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU3_Q2_2024.xlsx;Cycle Time for Changes;NWU3;Customer Experience;Team Eta;Account Management;Q2 2024;John Doe;;;0;NaN;0;0;0;0;73;0;;
NWU3_Q2_2024.xlsx;Cycle Time for Changes;NWU3;Lending;Team Theta;Wealth Management;Q2 2024;John Doe;;;0;NaN;0;0;3.51;0;0;0;;
NWU3_Q2_2024.xlsx;Change Failure Rate;NWU3;Payments;Team Zeta;Card Services;Q2 2024;John Doe;;;0;0;8.33;2;0;0;0;0;;
NWU3_Q2_2024.xlsx;Change Failure Rate;NWU3;Payments;Team Eta;Business Banking;Q2 2024;John Doe;;;0;0;7.69;2;0;0;56;0;;
NWU3_Q2_2024.xlsx;Mean Time to Repair;NWU3;Customer Experience;Team Eta;Payment Gateway;Q2 2024;John Doe;;;0;0;0;0;4.21;0;0;0;;
NWU3_Q2_2024.xlsx;CICD Pipeline;NWU3;Lending;Team Zeta;ATM Services;Q2 2024;John Doe;;;0;0;0;0;0;100;14;0;;
NWU3_Q3_2023.xlsx;Deployment Frequency;NWU3;Digital Banking;Team Zeta;Card Services;Q3 2023;John Doe;;;8;0;0;0;1.14;0;0;100;;
NWU3_Q3_2023.xlsx;Deployment Frequency;NWU3;Customer Experience;Team Eta;Payment Gateway;Q3 2023;John Doe;;;17;NaN;0;0;0;0;0;0;;
NWU3_Q3_2023.xlsx;Cycle Time for Changes;NWU3;Payments;Team Eta;Wealth Management;Q3 2023;John Doe;;;0;NaN;30;9;0;100;0;0;;
NWU3_Q3_2023.xlsx;Cycle Time for Changes;NWU3;Digital Banking;Team Theta;Customer Onboarding;Q3 2023;John Doe;;;0;NaN;0;0;0.89;0;20;0;;
NWU3_Q3_2023.xlsx;Change Failure Rate;NWU3;Lending;Team Eta;Mobile Banking App;Q3 2023;John Doe;;;0;0;12;3;0;0;0;0;;
NWU3_Q3_2023.xlsx;Mean Time to Repair;NWU3;Core Banking;Team Eta;Loan Processing System;Q3 2023;John Doe;;;0;0;0;0;2.12;0;0;0;;
NWU3_Q3_2023.xlsx;CICD Pipeline;NWU3;Payments;Team Theta;Online Banking Portal;Q3 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU3_Q3_2023.xlsx;Test automation;NWU3;Digital Banking;Team Theta;Account Management;Q3 2023;John Doe;;;0;0;0;0;0;0;73;100;;
NWU3_Q3_2024.xlsx;Deployment Frequency;NWU3;Customer Experience;Team Zeta;Wealth Management;Q3 2024;John Doe;;;19;0;23.08;6;0;0;0;0;;
NWU3_Q3_2024.xlsx;Deployment Frequency;NWU3;Core Banking;Team Theta;Business Banking;Q3 2024;John Doe;;;18;0;0;0;0;0;0;100;;
NWU3_Q3_2024.xlsx;Cycle Time for Changes;NWU3;Core Banking;Team Zeta;Payment Gateway;Q3 2024;John Doe;;;0;NaN;0;0;0;0;53;100;;
NWU3_Q3_2024.xlsx;Cycle Time for Changes;NWU3;Lending;Team Eta;Mobile Banking App;Q3 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU3_Q3_2024.xlsx;Cycle Time for Changes;NWU3;Payments;Team Theta;Card Services;Q3 2024;John Doe;;;0;NaN;0;0;0;0;13;0;;
NWU3_Q3_2024.xlsx;Change Failure Rate;NWU3;Core Banking;Team Zeta;Loan Processing System;Q3 2024;John Doe;;;0;0;16.67;2;0;0;12;0;;
NWU3_Q3_2024.xlsx;Change Failure Rate;NWU3;Core Banking;Team Theta;Customer Onboarding;Q3 2024;John Doe;;;0;0;16.67;3;0.8;0;0;100;;
NWU3_Q3_2024.xlsx;CICD Pipeline;NWU3;Lending;Team Zeta;Online Banking Portal;Q3 2024;John Doe;;;0;0;0;0;0;100;0;0;;
NWU3_Q4_2023.xlsx;Deployment Frequency;NWU3;Core Banking;Team Zeta;ATM Services;Q4 2023;John Doe;;;12;0;0;0;2.36;0;0;0;;
NWU3_Q4_2023.xlsx;Deployment Frequency;NWU3;Lending;Team Theta;Card Services;Q4 2023;John Doe;;;3;0;25;5;0;0;97;100;;
NWU3_Q4_2023.xlsx;Cycle Time for Changes;NWU3;Digital Banking;Team Zeta;Loan Processing System;Q4 2023;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU3_Q4_2023.xlsx;Cycle Time for Changes;NWU3;Lending;Team Eta;Online Banking Portal;Q4 2023;John Doe;;;0;NaN;0;0;3.17;0;0;0;;
NWU3_Q4_2023.xlsx;Change Failure Rate;NWU3;Core Banking;Team Eta;Customer Onboarding;Q4 2023;John Doe;;;0;0;0;0;0;100;98;0;;
NWU3_Q4_2023.xlsx;Mean Time to Repair;NWU3;Digital Banking;Team Zeta;Account Management;Q4 2023;John Doe;;;0;0;0;0;3.6;0;0;0;;
NWU3_Q4_2023.xlsx;Test automation;NWU3;Digital Banking;Team Zeta;Business Banking;Q4 2023;John Doe;;;0;0;0;0;0;0;73;100;;
NWU3_Q4_2024.xlsx;Deployment Frequency;NWU3;Digital Banking;Team Zeta;Business Banking;Q4 2024;John Doe;;;14;0;0;0;0;0;0;0;;
NWU3_Q4_2024.xlsx;Deployment Frequency;NWU3;Digital Banking;Team Eta;Customer Onboarding;Q4 2024;John Doe;;;19;0;18.18;2;0.52;100;86;0;;
NWU3_Q4_2024.xlsx;Deployment Frequency;NWU3;Payments;Team Theta;Loan Processing System;Q4 2024;John Doe;;;16;0;0;0;0;0;67;0;;
NWU3_Q4_2024.xlsx;Cycle Time for Changes;NWU3;Digital Banking;Team Zeta;Wealth Management;Q4 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU3_Q4_2024.xlsx;Cycle Time for Changes;NWU3;Payments;Team Eta;Online Banking Portal;Q4 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU3_Q4_2024.xlsx;Cycle Time for Changes;NWU3;Digital Banking;Team Theta;Payment Gateway;Q4 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU3_Q4_2024.xlsx;Change Failure Rate;NWU3;Payments;Team Zeta;ATM Services;Q4 2024;John Doe;;;0;0;5.56;1;4.48;0;0;0;;
NWU3_Q4_2024.xlsx;Change Failure Rate;NWU3;Payments;Team Theta;Account Management;Q4 2024;John Doe;;;0;0;0;0;0;0;0;100;;
NWU3_Q4_2024.xlsx;Mean Time to Repair;NWU3;Digital Banking;Team Eta;Card Services;Q4 2024;John Doe;;;0;0;0;0;4.77;0;0;0;;
NWU3_Q4_2024.xlsx;CICD Pipeline;NWU3;Digital Banking;Team Theta;Mobile Banking App;Q4 2024;John Doe;;;0;0;0;0;0;100;93;0;;
NWU4_Q1_2023.xlsx;Deployment Frequency;NWU4;Lending;Team Iota;Online Banking Portal;Q1 2023;John Doe;;;18;0;0;0;2.02;0;0;0;;
NWU4_Q1_2023.xlsx;Deployment Frequency;NWU4;Lending;Team Kappa;Account Management;Q1 2023;John Doe;;;19;NaN;25;5;0;0;0;0;;
NWU4_Q1_2023.xlsx;Cycle Time for Changes;NWU4;Core Banking;Team Kappa;Customer Onboarding;Q1 2023;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU4_Q1_2023.xlsx;Mean Time to Repair;NWU4;Lending;Team Kappa;Loan Processing System;Q1 2023;John Doe;;;0;0;0;0;2.73;0;0;0;;
NWU4_Q1_2023.xlsx;CICD Pipeline;NWU4;Lending;Team Iota;Wealth Management;Q1 2023;John Doe;;;0;0;0;0;0;100;0;0;;
NWU4_Q1_2023.xlsx;CICD Pipeline;NWU4;Customer Experience;Team Kappa;Business Banking;Q1 2023;John Doe;;;0;0;0;0;0;100;0;0;;
NWU4_Q1_2023.xlsx;Test automation;NWU4;Digital Banking;Team Iota;Card Services;Q1 2023;John Doe;;;0;0;0;0;0;0;75;0;;
NWU4_Q1_2023.xlsx;Test automation;NWU4;Core Banking;Team Kappa;ATM Services;Q1 2023;John Doe;;;0;0;0;0;0;0;98;0;;
NWU4_Q1_2024.xlsx;Deployment Frequency;NWU4;Lending;Team Iota;Wealth Management;Q1 2024;John Doe;;;13;0;17.39;4;0.93;0;0;0;;
NWU4_Q1_2024.xlsx;Deployment Frequency;NWU4;Core Banking;Team Kappa;ATM Services;Q1 2024;John Doe;;;17;0;0;0;0;100;0;0;;
NWU4_Q1_2024.xlsx;Cycle Time for Changes;NWU4;Lending;Team Iota;Business Banking;Q1 2024;John Doe;;;0;NaN;0;0;0;100;17;0;;
NWU4_Q1_2024.xlsx;Cycle Time for Changes;NWU4;Core Banking;Team Kappa;Loan Processing System;Q1 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU4_Q1_2024.xlsx;Change Failure Rate;NWU4;Digital Banking;Team Iota;Customer Onboarding;Q1 2024;John Doe;;;0;0;7.69;1;0;0;0;0;;
NWU4_Q1_2024.xlsx;Mean Time to Repair;NWU4;Payments;Team Kappa;Account Management;Q1 2024;John Doe;;;0;0;0;0;3.29;0;0;0;;
NWU4_Q1_2024.xlsx;Test automation;NWU4;Core Banking;Team Iota;Mobile Banking App;Q1 2024;John Doe;;;0;0;0;0;0;0;93;0;;
NWU4_Q2_2023.xlsx;Deployment Frequency;NWU4;Core Banking;Team Iota;Business Banking;Q2 2023;John Doe;;;18;0;0;0;4.03;0;0;100;;
NWU4_Q2_2023.xlsx;Deployment Frequency;NWU4;Payments;Team Kappa;Online Banking Portal;Q2 2023;John Doe;;;13;NaN;0;0;0;0;0;0;;
NWU4_Q2_2023.xlsx;Cycle Time for Changes;NWU4;Lending;Team Iota;Loan Processing System;Q2 2023;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU4_Q2_2023.xlsx;Change Failure Rate;NWU4;Lending;Team Iota;Card Services;Q2 2023;John Doe;;;0;0;16.67;2;0;0;0;0;;
NWU4_Q2_2023.xlsx;Change Failure Rate;NWU4;Digital Banking;Team Kappa;Customer Onboarding;Q2 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU4_Q2_2023.xlsx;Mean Time to Repair;NWU4;Lending;Team Kappa;Wealth Management;Q2 2023;John Doe;;;0;0;0;0;0.41;0;20;0;;
NWU4_Q2_2023.xlsx;CICD Pipeline;NWU4;Core Banking;Team Iota;Payment Gateway;Q2 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU4_Q2_2023.xlsx;CICD Pipeline;NWU4;Payments;Team Kappa;Mobile Banking App;Q2 2023;John Doe;;;0;0;0;0;0;100;0;0;;
NWU4_Q2_2023.xlsx;Test automation;NWU4;Payments;Team Kappa;Account Management;Q2 2023;John Doe;;;0;0;0;0;0;0;86;0;;
NWU4_Q2_2023.xlsx;DevOps;NWU4;Customer Experience;Team Iota;ATM Services;Q2 2023;John Doe;;;0;0;0;0;0;0;0;100;;
NWU4_Q2_2024.xlsx;Deployment Frequency;NWU4;Digital Banking;Team Iota;Business Banking;Q2 2024;John Doe;;;16;0;0;0;0;0;0;0;;
NWU4_Q2_2024.xlsx;Cycle Time for Changes;NWU4;Customer Experience;Team Iota;Mobile Banking App;Q2 2024;John Doe;;;0;NaN;7.69;1;0;0;0;0;;
NWU4_Q2_2024.xlsx;Cycle Time for Changes;NWU4;Digital Banking;Team Kappa;Wealth Management;Q2 2024;John Doe;;;0;NaN;0;0;4.45;0;0;0;;
NWU4_Q2_2024.xlsx;Change Failure Rate;NWU4;Digital Banking;Team Kappa;Customer Onboarding;Q2 2024;John Doe;;;0;0;10.53;2;2.12;100;69;0;;
NWU4_Q2_2024.xlsx;Test automation;NWU4;Lending;Team Kappa;Account Management;Q2 2024;John Doe;;;0;0;0;0;0;0;82;0;;
NWU4_Q2_2024.xlsx;DevOps;NWU4;Digital Banking;Team Iota;Card Services;Q2 2024;John Doe;;;0;0;0;0;0;0;0;100;;
NWU4_Q3_2023.xlsx;Deployment Frequency;NWU4;Customer Experience;Team Iota;Customer Onboarding;Q3 2023;John Doe;;;13;0;0;0;0;0;0;0;;
NWU4_Q3_2023.xlsx;Deployment Frequency;NWU4;Payments;Team Kappa;Payment Gateway;Q3 2023;John Doe;;;17;0;28.57;2;0;0;0;0;;
NWU4_Q3_2023.xlsx;Cycle Time for Changes;NWU4;Payments;Team Iota;Online Banking Portal;Q3 2023;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU4_Q3_2023.xlsx;Cycle Time for Changes;NWU4;Customer Experience;Team Kappa;ATM Services;Q3 2023;John Doe;;;0;NaN;0;0;0;0;0;100;;
NWU4_Q3_2023.xlsx;Change Failure Rate;NWU4;Payments;Team Kappa;Business Banking;Q3 2023;John Doe;;;0;0;16.67;4;0;0;66;0;;
NWU4_Q3_2023.xlsx;Mean Time to Repair;NWU4;Core Banking;Team Iota;Wealth Management;Q3 2023;John Doe;;;0;0;0;0;4.52;100;0;0;;
NWU4_Q3_2023.xlsx;Mean Time to Repair;NWU4;Lending;Team Kappa;Account Management;Q3 2023;John Doe;;;0;0;0;0;4.71;0;0;0;;
NWU4_Q3_2023.xlsx;Test automation;NWU4;Payments;Team Kappa;Mobile Banking App;Q3 2023;John Doe;;;0;0;0;0;0;0;78;0;;
NWU4_Q3_2024.xlsx;Deployment Frequency;NWU4;Lending;Team Iota;Loan Processing System;Q3 2024;John Doe;;;8;NaN;0;0;2.22;0;47;0;;
NWU4_Q3_2024.xlsx;Deployment Frequency;NWU4;Digital Banking;Team Kappa;Card Services;Q3 2024;John Doe;;;5;0;0;0;0;0;21;0;;
NWU4_Q3_2024.xlsx;Cycle Time for Changes;NWU4;Payments;Team Iota;Account Management;Q3 2024;John Doe;;;0;NaN;23.08;6;0;0;0;100;;
NWU4_Q3_2024.xlsx;Change Failure Rate;NWU4;Customer Experience;Team Iota;Payment Gateway;Q3 2024;John Doe;;;0;0;0;0;0;0;0;0;;
NWU4_Q3_2024.xlsx;Mean Time to Repair;NWU4;Payments;Team Iota;Online Banking Portal;Q3 2024;John Doe;;;0;0;0;0;1.68;100;0;0;;
NWU4_Q4_2023.xlsx;Deployment Frequency;NWU4;Lending;Team Iota;Mobile Banking App;Q4 2023;John Doe;;;10;0;5.26;1;0;0;0;0;;
NWU4_Q4_2023.xlsx;Cycle Time for Changes;NWU4;Digital Banking;Team Iota;Account Management;Q4 2023;John Doe;;;0;NaN;16.67;2;0;0;62;0;;
NWU4_Q4_2023.xlsx;Cycle Time for Changes;NWU4;Payments;Team Kappa;Wealth Management;Q4 2023;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU4_Q4_2023.xlsx;Mean Time to Repair;NWU4;Payments;Team Iota;Business Banking;Q4 2023;John Doe;;;0;0;0;0;3.25;0;0;0;;
NWU4_Q4_2023.xlsx;Mean Time to Repair;NWU4;Digital Banking;Team Kappa;Payment Gateway;Q4 2023;John Doe;;;0;0;0;0;0.24;0;13;0;;
NWU4_Q4_2023.xlsx;CICD Pipeline;NWU4;Core Banking;Team Iota;Customer Onboarding;Q4 2023;John Doe;;;0;0;0;0;0;100;0;0;;
NWU4_Q4_2023.xlsx;DevOps;NWU4;Core Banking;Team Iota;ATM Services;Q4 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU4_Q4_2024.xlsx;Deployment Frequency;NWU4;Payments;Team Iota;Customer Onboarding;Q4 2024;John Doe;;;19;0;15.38;4;0;0;0;0;;
NWU4_Q4_2024.xlsx;Deployment Frequency;NWU4;Customer Experience;Team Kappa;Business Banking;Q4 2024;John Doe;;;10;0;0;0;0;0;0;0;;
NWU4_Q4_2024.xlsx;Cycle Time for Changes;NWU4;Core Banking;Team Iota;Wealth Management;Q4 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU4_Q4_2024.xlsx;Cycle Time for Changes;NWU4;Payments;Team Kappa;Card Services;Q4 2024;John Doe;;;0;NaN;0;0;2.51;0;0;0;;
NWU4_Q4_2024.xlsx;Change Failure Rate;NWU4;Core Banking;Team Iota;Account Management;Q4 2024;John Doe;;;0;0;8.33;1;0;0;0;0;;
NWU4_Q4_2024.xlsx;Mean Time to Repair;NWU4;Lending;Team Kappa;Mobile Banking App;Q4 2024;John Doe;;;0;0;0;0;1.91;0;0;0;;
NWU4_Q4_2024.xlsx;CICD Pipeline;NWU4;Lending;Team Iota;Online Banking Portal;Q4 2024;John Doe;;;0;0;0;0;0;0;67;0;;
NWU4_Q4_2024.xlsx;CICD Pipeline;NWU4;Customer Experience;Team Kappa;ATM Services;Q4 2024;John Doe;;;0;0;0;0;0;100;0;0;;
NWU4_Q4_2024.xlsx;Test automation;NWU4;Core Banking;Team Iota;Loan Processing System;Q4 2024;John Doe;;;0;0;0;0;0;0;18;0;;
NWU5_Q1_2023.xlsx;Deployment Frequency;NWU5;Digital Banking;Team Lambda;Card Services;Q1 2023;John Doe;;;18;NaN;0;0;0;0;0;0;;
NWU5_Q1_2023.xlsx;Deployment Frequency;NWU5;Core Banking;Team Mu;ATM Services;Q1 2023;John Doe;;;1;NaN;0;0;0;100;0;0;;
NWU5_Q1_2023.xlsx;Deployment Frequency;NWU5;Digital Banking;Team Nu;Account Management;Q1 2023;John Doe;;;5;0;0;0;0;0;0;0;;
NWU5_Q1_2023.xlsx;Cycle Time for Changes;NWU5;Payments;Team Lambda;Online Banking Portal;Q1 2023;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU5_Q1_2023.xlsx;Change Failure Rate;NWU5;Core Banking;Team Lambda;Business Banking;Q1 2023;John Doe;;;0;0;24;6;0;0;52;0;;
NWU5_Q1_2023.xlsx;Change Failure Rate;NWU5;Lending;Team Nu;Loan Processing System;Q1 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q1_2023.xlsx;Mean Time to Repair;NWU5;Lending;Team Lambda;Payment Gateway;Q1 2023;John Doe;;;0;0;0;0;4.2;100;0;100;;
NWU5_Q1_2023.xlsx;CICD Pipeline;NWU5;Digital Banking;Team Nu;Mobile Banking App;Q1 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q1_2023.xlsx;Test automation;NWU5;Lending;Team Mu;Customer Onboarding;Q1 2023;John Doe;;;0;0;0;0;0;0;98;0;;
NWU5_Q1_2023.xlsx;Test automation;NWU5;Lending;Team Nu;Wealth Management;Q1 2023;John Doe;;;0;0;0;0;0;0;29;0;;
NWU5_Q1_2024.xlsx;Deployment Frequency;NWU5;Core Banking;Team Lambda;Online Banking Portal;Q1 2024;John Doe;;;17;NaN;15.38;4;1.64;100;61;0;;
NWU5_Q1_2024.xlsx;Deployment Frequency;NWU5;Lending;Team Mu;ATM Services;Q1 2024;John Doe;;;4;0;0;0;0;0;0;0;;
NWU5_Q1_2024.xlsx;Deployment Frequency;NWU5;Digital Banking;Team Nu;Business Banking;Q1 2024;John Doe;;;13;0;0;0;0;0;0;0;;
NWU5_Q1_2024.xlsx;Cycle Time for Changes;NWU5;Digital Banking;Team Lambda;Loan Processing System;Q1 2024;John Doe;;;0;NaN;20;5;0;0;0;0;;
NWU5_Q1_2024.xlsx;Cycle Time for Changes;NWU5;Lending;Team Mu;Payment Gateway;Q1 2024;John Doe;;;0;NaN;0;0;0;0;90;0;;
NWU5_Q1_2024.xlsx;Change Failure Rate;NWU5;Customer Experience;Team Lambda;Mobile Banking App;Q1 2024;John Doe;;;0;0;15.38;2;0.6;0;0;0;;
NWU5_Q1_2024.xlsx;Mean Time to Repair;NWU5;Payments;Team Mu;Card Services;Q1 2024;John Doe;;;0;0;0;0;2.33;0;0;0;;
NWU5_Q1_2024.xlsx;CICD Pipeline;NWU5;Lending;Team Nu;Account Management;Q1 2024;John Doe;;;0;0;0;0;0;100;0;0;;
NWU5_Q1_2024.xlsx;Test automation;NWU5;Digital Banking;Team Mu;Customer Onboarding;Q1 2024;John Doe;;;0;0;0;0;0;0;48;0;;
NWU5_Q1_2024.xlsx;DevOps;NWU5;Core Banking;Team Mu;Wealth Management;Q1 2024;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q2_2023.xlsx;Deployment Frequency;NWU5;Digital Banking;Team Lambda;Online Banking Portal;Q2 2023;John Doe;;;18;0;0;0;4.11;0;71;100;;
NWU5_Q2_2023.xlsx;Deployment Frequency;NWU5;Payments;Team Mu;Account Management;Q2 2023;John Doe;;;8;0;0;0;0;0;95;0;;
NWU5_Q2_2023.xlsx;Cycle Time for Changes;NWU5;Digital Banking;Team Lambda;Loan Processing System;Q2 2023;John Doe;;;0;NaN;16.67;3;0;0;72;0;;
NWU5_Q2_2023.xlsx;Cycle Time for Changes;NWU5;Digital Banking;Team Mu;ATM Services;Q2 2023;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU5_Q2_2023.xlsx;Cycle Time for Changes;NWU5;Lending;Team Nu;Payment Gateway;Q2 2023;John Doe;;;0;NaN;0;0;2.8;100;0;0;;
NWU5_Q2_2023.xlsx;CICD Pipeline;NWU5;Digital Banking;Team Lambda;Business Banking;Q2 2023;John Doe;;;0;0;0;0;0;100;0;0;;
NWU5_Q2_2023.xlsx;CICD Pipeline;NWU5;Customer Experience;Team Mu;Card Services;Q2 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q2_2023.xlsx;DevOps;NWU5;Lending;Team Lambda;Mobile Banking App;Q2 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q2_2024.xlsx;Deployment Frequency;NWU5;Payments;Team Lambda;Card Services;Q2 2024;John Doe;;;6;0;0;0;0;0;0;0;;
NWU5_Q2_2024.xlsx;Deployment Frequency;NWU5;Customer Experience;Team Mu;Account Management;Q2 2024;John Doe;;;13;NaN;0;0;0;0;0;0;;
NWU5_Q2_2024.xlsx;Deployment Frequency;NWU5;Customer Experience;Team Nu;ATM Services;Q2 2024;John Doe;;;3;0;0;0;4.3;0;0;0;;
NWU5_Q2_2024.xlsx;Cycle Time for Changes;NWU5;Core Banking;Team Mu;Online Banking Portal;Q2 2024;John Doe;;;0;NaN;13.33;2;0;0;35;100;;
NWU5_Q2_2024.xlsx;Change Failure Rate;NWU5;Digital Banking;Team Mu;Mobile Banking App;Q2 2024;John Doe;;;0;0;5.26;1;0;0;0;0;;
NWU5_Q2_2024.xlsx;Change Failure Rate;NWU5;Lending;Team Nu;Payment Gateway;Q2 2024;John Doe;;;0;0;7.69;1;0;0;19;100;;
NWU5_Q2_2024.xlsx;Mean Time to Repair;NWU5;Core Banking;Team Mu;Loan Processing System;Q2 2024;John Doe;;;0;0;0;0;0.98;100;0;0;;
NWU5_Q2_2024.xlsx;Mean Time to Repair;NWU5;Lending;Team Nu;Wealth Management;Q2 2024;John Doe;;;0;0;0;0;1;0;69;0;;
NWU5_Q2_2024.xlsx;CICD Pipeline;NWU5;Customer Experience;Team Nu;Business Banking;Q2 2024;John Doe;;;0;0;0;0;0;100;0;0;;
NWU5_Q3_2023.xlsx;Deployment Frequency;NWU5;Customer Experience;Team Lambda;Card Services;Q3 2023;John Doe;;;3;0;23.53;4;0.9;0;0;0;;
NWU5_Q3_2023.xlsx;Deployment Frequency;NWU5;Payments;Team Mu;Mobile Banking App;Q3 2023;John Doe;;;2;NaN;0;0;0;0;17;0;;
NWU5_Q3_2023.xlsx;Deployment Frequency;NWU5;Customer Experience;Team Nu;Online Banking Portal;Q3 2023;John Doe;;;9;0;0;0;0;0;0;0;;
NWU5_Q3_2023.xlsx;Cycle Time for Changes;NWU5;Lending;Team Lambda;Loan Processing System;Q3 2023;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU5_Q3_2023.xlsx;Cycle Time for Changes;NWU5;Lending;Team Nu;Account Management;Q3 2023;John Doe;;;0;NaN;0;0;2.06;0;0;0;;
NWU5_Q3_2023.xlsx;Change Failure Rate;NWU5;Lending;Team Mu;Customer Onboarding;Q3 2023;John Doe;;;0;0;20;6;2.02;0;0;0;;
NWU5_Q3_2023.xlsx;Test automation;NWU5;Customer Experience;Team Mu;Payment Gateway;Q3 2023;John Doe;;;0;0;0;0;0;0;44;100;;
NWU5_Q3_2023.xlsx;Test automation;NWU5;Lending;Team Nu;Wealth Management;Q3 2023;John Doe;;;0;0;0;0;0;0;12;100;;
NWU5_Q3_2023.xlsx;DevOps;NWU5;Lending;Team Lambda;Business Banking;Q3 2023;John Doe;;;0;0;0;0;0;0;0;100;;
NWU5_Q3_2024.xlsx;Deployment Frequency;NWU5;Core Banking;Team Lambda;Business Banking;Q3 2024;John Doe;;;1;0;0;0;0;0;0;0;;
NWU5_Q3_2024.xlsx;Deployment Frequency;NWU5;Core Banking;Team Mu;Card Services;Q3 2024;John Doe;;;18;0;6.67;1;1.55;0;0;0;;
NWU5_Q3_2024.xlsx;Cycle Time for Changes;NWU5;Payments;Team Lambda;Loan Processing System;Q3 2024;John Doe;;;0;NaN;0;0;0;0;26;0;;
NWU5_Q3_2024.xlsx;Cycle Time for Changes;NWU5;Payments;Team Mu;Online Banking Portal;Q3 2024;John Doe;;;0;NaN;0;0;0;0;0;0;;
NWU5_Q3_2024.xlsx;Cycle Time for Changes;NWU5;Core Banking;Team Nu;ATM Services;Q3 2024;John Doe;;;0;NaN;0;0;0;100;0;0;;
NWU5_Q3_2024.xlsx;Change Failure Rate;NWU5;Payments;Team Nu;Mobile Banking App;Q3 2024;John Doe;;;0;0;4.76;1;0.89;0;0;0;;
NWU5_Q3_2024.xlsx;CICD Pipeline;NWU5;Customer Experience;Team Lambda;Customer Onboarding;Q3 2024;John Doe;;;0;0;0;0;0;100;28;0;;
NWU5_Q3_2024.xlsx;Test automation;NWU5;Payments;Team Lambda;Wealth Management;Q3 2024;John Doe;;;0;0;0;0;0;0;40;100;;
NWU5_Q3_2024.xlsx;DevOps;NWU5;Lending;Team Mu;Payment Gateway;Q3 2024;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q3_2024.xlsx;DevOps;NWU5;Digital Banking;Team Nu;Account Management;Q3 2024;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q4_2023.xlsx;Deployment Frequency;NWU5;Payments;Team Lambda;Online Banking Portal;Q4 2023;John Doe;;;12;NaN;25;2;0;0;0;0;;
NWU5_Q4_2023.xlsx;Deployment Frequency;NWU5;Payments;Team Nu;Wealth Management;Q4 2023;John Doe;;;2;NaN;0;0;0;0;65;0;;
NWU5_Q4_2023.xlsx;Change Failure Rate;NWU5;Customer Experience;Team Mu;Card Services;Q4 2023;John Doe;;;0;0;17.86;5;2.1;0;0;0;;
NWU5_Q4_2023.xlsx;Change Failure Rate;NWU5;Payments;Team Nu;Loan Processing System;Q4 2023;John Doe;;;0;0;22.73;5;0;0;56;0;;
NWU5_Q4_2023.xlsx;Mean Time to Repair;NWU5;Lending;Team Mu;Customer Onboarding;Q4 2023;John Doe;;;0;0;0;0;3.03;0;65;0;;
NWU5_Q4_2023.xlsx;Mean Time to Repair;NWU5;Payments;Team Nu;Mobile Banking App;Q4 2023;John Doe;;;0;0;0;0;1.84;0;0;0;;
NWU5_Q4_2023.xlsx;CICD Pipeline;NWU5;Customer Experience;Team Lambda;Account Management;Q4 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q4_2023.xlsx;CICD Pipeline;NWU5;Payments;Team Nu;Business Banking;Q4 2023;John Doe;;;0;0;0;0;0;0;0;0;;
NWU5_Q4_2024.xlsx;Deployment Frequency;NWU5;Payments;Team Lambda;Customer Onboarding;Q4 2024;John Doe;;;4;NaN;0;0;0;0;0;0;;
